"card_codename","update_date","text_ruling","question","answer","nsg_rules_team_verified"
"keiko","2020-03-20","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
If the Runner installs Keiko, and hasn't installed or used any other companions this turn, do they gain a credit?","Yes. Keiko's trigger condition is met when installing a companion is complete, at step 8.3.6 in the rules for installing a card. Keiko becomes active before that, at step 8.3.5, so the ability is able to see that its trigger condition is met, and the Runner can trigger it and gain a credit.

If the Runner spends a credit from Paladin Poemu to install Keiko, can they trigger Keiko's ability?","False"
"keros_mcintyre","2017-06-23","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
Does Keros Mcintyre gain 2<span class=""icon icon-credit""></span> if the Corp derezzes a piece of ice? How do the players know if the Runner or the Corp is responsible for the derez?","Unless otherwise stated in the card text, the player who owns the card is always assumed to be the owner of any abilities on that card. Keros Mcintyre's ability only triggers if the Runner is responsible for the ice being derezzed. If a Corp card derezzes a piece of ice (e.g. [Test Ground](/en/card/08071)), or if a Runner card tells the Corp to derez a piece of ice (e.g. [Muertos Gang Member](/en/card/08068)), then Keros Mcintyre does not trigger.","False"
"keyhole","2017-04-09","The card trashed by Keyhole is trashed faceup. [Official FAQ]","","","False"
"keyhole","2017-04-09","If Keyhole is trashed during a run it initiated, the replacement effect
is still resolved. [Official FAQ]","","","False"
"khan_savvy_skiptracer","2017-04-12","","####UFAQ [Michael Boggs]
Does Khan’s ability trigger if an encountered ice is trashed?","Yes. Ice that is uninstalled while it is being approached or encountered is immediately passed.","False"
"khusyuk","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
What happens if the trace on Ash 2X3ZB9CY is successful during a Khusyuk run?","Khushyuk replaces the Runner’s access step with its own ability, but Ash still prohibits the Runner from accessing any card other than itself. The Runner reveals cards from the top of R&D, but does not access any of them, nor do they access Ash.

What happens if the trace from the second subroutine on SYNC BRE is successful during a Khusyuk run?","False"
"kill_switch","2018-04-06","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 22](http://ancur.wikia.com/wiki/The_Devil_and_the_Dragon_UFAQ) [Michael Boggs]
Is the Runner required to reveal agendas accessed from R&D while Kill Switch is active?","Yes.","False"
"knight","2017-04-09","Knight cannot move to a piece of ice that is vertically adjacent to the
ice that it is hosted on. Knight can move to a piece of ice protecting
any other server without restriction. [Official FAQ]","","","False"
"knight","2017-04-09","Knight can be hosted on any piece of ice if it is already hosted on
another non-ice card. [Official FAQ]","","","False"
"konjin","2020-04-10","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
What actually happens when the runner encounters Konjin?","If the Corp wins the Psi game, they choose another rezzed piece of ice and create a forced encounter with it. This means that an Encounter Ice Phase resolves for the chosen ice, but the Runner's position does not change: they are still in Konjin's position throughout, and they will not pass the other piece of ice. When that encounter ends, Konjin's ability is finished resolving and the game proceeds with the rest of the encounter with Konjin itself. So if Konjin has acquired any subroutines of its own, the Runner's opportunity to break those subroutines is after the forced encounter. See section 6.5.2 for more details.

What happens if an ""end the run"" effect resolves during an encounter created by Konjin?","False"
"la_costa_grid","2020-04-13","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
Does La Costa Grid's ""Remote server only."" restriction apply even while it is unrezzed?","Yes. It cannot even be installed into the root of a central server.

Can La Costa Grid be swapped to a central server?","False"
"laamb","2018-05-07","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 23](http://ancur.wikia.com/wiki/Whispers_in_Nalubaale_UFAQ) [Michael Boggs]
Does Laamb have to match the strength of an encountered piece of ice to give it barrier?","No. Just like bypassing a piece of ice with [Femme Fatale](/en/card/20029), Laamb has a ""when encountered"" ability that is usable regardless of strength.

Can the Runner install [Paperclip](/en/card/11024) from their heap after giving  apiece of ice barrier with Laamb?","False"
"lady_liberty","2022-05-27","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
How does Lady Liberty Work? Can the Corp use Lady Liberty to turn an agenda into a different number of agenda points?","The phrase ""worth agenda points equal to the exact number of hosted power counters"" is a qualifier to ""an agenda"". The Corp can only use Lady Liberty on an agenda in HQ that is already worth as many agenda points as there are power counters hosted on Lady Liberty. The ability cannot change the number of points on an agenda because it is not a conversion effect using the word ""as"".

Audited by NISEI Rules (2022.05).","False"
"lakshmi_smartfabrics","2017-05-02","","####UFAQ [Damon Stone]
Does Lakshmi Smartfabrics get a power counter when it is rezzed?","Yes. ""When you rez"" abilities meet their trigger condition at the end of the rez action, so Lakshmi Smartfabrics is active and can see its own rez action trigger.

If the Runner trashes Lakshmi Smartfabrics after the Corp uses its ability, can the Runner steal copies of the revealed agenda?","False"
"lat_ethical_freelancer","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
Which comes first, Lat’s ability or discarding to hand size?","The Runner discards to hand size first, then checks whether to draw a card from Lat’s ability. They don’t check hand size again that turn.

If Lat has Safety First installed, which comes first?","False"
"lean_and_mean","2017-07-21","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
If the Runner has four programs installed when they play Lean and Mean, then one of them is trashed during that run, do icebreakers then gain +2 strength?","No. Lean and Mean checks the number of programs installed as the run is initiated, and if there are 3 or fewer programs installed at that time applies a constant effect during the run.

If the Runner has three programs installed when they play Lean and Mean, then they use [Clone Chip](/en/card/03038) to install a fourth program, do icebreakers then lose the +2 strength?","False"
"leech","2021-10-11","","Is [Leech](/en/card/30008) a functional reprint of [Datasucker](/en/card/01008)?","Not quite. Because [Datasucker](/en/card/01008) says that the ice you are encountering must be rezzed, there are some rare encounters where it cannot be used, such as an encounter with an [Archangel](/en/card/09013) being accessed from the Corp’s hand or deck. [Leech](/en/card/30008) can be used even during these encounters.","True"
"leela_patel_trained_pragmatist","2017-04-09","If Leela steals an agenda while accessing multiple cards from HQ,
she adds a card to HQ before continuing to access more cards. [Official FAQ] [Typically, the Corp player would shuffle this card into their HQ before continuing with accesses.]","","","False"
"letheia_nisei","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
What does Letheia Nisei actually do?","If the Corp wins the Psi game, the Corp may choose to trash Letheia and force the Runner to go back to the top of the server and progress through all the ice protecting the server again. Since her trigger condition is “the first time each run the Runner approaches this server”, once the Runner gets through the ice a second time, another copy of Letheia Nisei cannot trigger.","False"
"levy_advanced_research_lab","2017-05-02","","####UFAQ [Michael Boggs]
If Levy Advanced Research Lab reveals a program, can the Runner add a non-program from among the revealed cards to the grip?","No.

If Levy Advanced Research Lab does not reveal any programs, or if the Runner chooses not to take any revealed programs, do the revealed cards still get added to the bottom of the stack?","False"
"lewi_guilherme","2017-12-29","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
At the start of the Runner's turn, can they choose to trash Lewi Guilherme and use [Fall Guy](/en/card/04106) to prevent Lewi from being trashed?","Yes.","False"
"liberated_chela","2017-05-02","","####UFAQ [Damon Stone]
If the Runner has 5 agenda points and a [Fan Site](/en/card/08085) in their score area, can they use Liberated Chela to win the game before the Corp can forfeit an agenda?","No, if adding Liberated Chela to the score area is prevented, then it never becomes an agenda at all.","False"
"light_the_fire","2022-09-10","","What happens to agendas during a run made with [Light the Fire!](/en/card/33009)?","Any agenda in the root of the attacked server is trashed along with any other cards in that root. There will be no cards of any type left in the root to access when the Runner breaches the attacked server.","True"
"light_the_fire","2022-09-10","","Does [Aumakua](/en/card/12104) gain a virus counter when successfully running a server with [Light the Fire!](/en/card/33009)?","As long as the server is protected by ice, yes. You still breach the server when using [Light the Fire!](/en/card/33009), unless the server itself ceases to exist. Usually, there will be no cards to access during that breach, but [Aumakua](/en/card/12104)’s trigger condition is still met.","True"
"light_the_fire","2022-09-10","","If the Runner uses [Light the Fire!](/en/card/33009) to run a server that has a [Full Immersion RecStudio](/en/card/10108) in the root, hosting two cards, do the hosted cards lose their abilities? What happens to the hosted cards once [Full Immersion RecStudio](/en/card/10108) is trashed?","Cards hosted on [Full Immersion RecStudio](/en/card/10108) are in the root of the server, and lose their abilities.  All cards in the root of the attacked server, including the hosted cards, will be trashed by [Light the Fire!](/en/card/33009).","True"
"light_the_fire","2022-09-10","","If the attacked server changes to a central server during a run made with [Light the Fire!](/en/card/33009), what happens?","When the run is declared successful, the Runner will trash all upgrades in the root of the new attacked server. They will breach and access cards in the server’s corresponding zone normally.","True"
"light_the_fire","2022-09-10","","How does [Light the Fire!](/en/card/33009) affect a remote server with an advanced [NGO Front](/en/card/21039)?","Once the Runner triggers [Light the Fire!](/en/card/33009)’s ability, there is no opportunity for the Corp to use [NGO Front](/en/card/21039) before the ability begins to resolve. If the run is made against the server with [NGO Front](/en/card/21039) in its root, the Corp will not be able to use that [NGO Front](/en/card/21039) until after the run ends, and then only if it is still installed. However, the Corp does have the opportunity to use [NGO Front](/en/card/21039) in the paid ability window before the Runner takes the action on [Light the Fire!](/en/card/33009). The Runner cannot use [Light the Fire!](/en/card/33009) immediately after installing it without giving the Corp an opportunity to trigger paid abilities.","True"
"light_the_fire","2022-09-11","","Can the Runner gain credits from [Security Testing](/en/card/31024) and trash the cards due to [Light the Fire!](/en/card/33009)?","Yes, you still breach the server when using [Light the Fire!](/en/card/33009). You can combine the breach replacement effect and the [Light the Fire!](/en/card/33009) trash effect.","True"
"liquidation","2017-04-12","","####UFAQ [Michael Boggs]
Can the Corp play Liquidation while there are no rezzed cards?","No, you cannot trigger an ability that has no potential to change the game state.

Can the Corp play Liquidation while there are rezzed cards, but then choose not to trash any cards?","False"
"liza_talking_thunder_prominent_legislator","2022-06-09","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
Can the Runner avoid the tag and still draw the 2 cards?","Yes. The cards and the tag are not dependent on each other, they are two separate effects combined into one composite ability.

Audited by NISEI Rules (2022.06).","True"
"logic_bomb","2018-08-01","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
If the Runner uses Logic Bomb to bypass a piece of ice on which they have already broken all subroutines, are those subroutines still considered broken for the purposes of card abilities (such as [Inversificator](/en/card/12048))?","Yes.","False"
"logic_bomb","2018-08-01","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 23](http://ancur.wikia.com/wiki/Whispers_in_Nalubaale_UFAQ) [Michael Boggs]
Can the Runner use Logic Bomb when they have no remaining <span class=""icon icon-click""></span>?","Yes. Losing remaining <span class=""icon icon-click""></span> is part of the ability's effect, not part of its cost.","False"
"loki","2018-08-01","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
If the Runner has zero cards in grip, can they still choose to shuffle their grip into the stack in order to keep Loki from ending the run?","Yes, as long as there are at least 2 cards in the stack that can be shuffled.","False"
"loki","2018-08-01","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
If Loki gains a subroutine with a self-reference from another piece of ice, such as a trap like [Kitsune](/en/card/06043), what happens?","Everything in the subroutine resolves as normal, except for any effect with a self-reference in it. The reference does not refer to Loki, so it cannot resolve.

If Loki gains a subroutine from a [Mausolus](/en/card/11097) with 3 advancement tokens on it, does the regular text resolve or does the parenthetical text resolve?","False"
"longevity_serum","2021-10-11","","If the Runner has [Spoilers](/en/card/08082) installed and the Corp scores [Longevity Serum](/en/card/30044), can the Corp choose to add the card trashed by Spoilers to R&D?","No. The abilities on both [Spoilers](/en/card/08082) and [Longevity Serum](/en/card/30044) have the same trigger condition. Since agendas are always scored on the Corp’s turn, the Corp is the active player and must fully resolve their abilities before the Runner resolves any of theirs.","True"
"loot_box","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
What happens if Loki gains Loot Box’s subroutines and they resolve?","With the recent changes to self-reference templating, “this ice” refers to Loki and Loki will trash itself when the subroutines resolve.","False"
"lucky_charm","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
Can the Runner use Lucky Charm to prevent the “when encountered” ability on Data Raven from ending the run without having to take a tag?","Yes. Just like with avoiding the tag from Data Raven, the ability only requires the Runner to make a choice. Once the choice is made, whether or not the effect is prevented does not undo or invalidate the choice.

Can the Runner use Lucky Charm to prevent the first subroutine on Fairchild from ending the run if they decline to pay the credits?","False"
"mache","2022-06-21","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
If the Runner access a card and then trashes that card later in the turn (e.g. with [Apocalypse](/en/card/09030) or [Political Operative](/en/card/10043)), does Mâché gain power counters?","No. Mâché triggers when the Runner trashes a card at the time of access.

Audited by NISEI Rules (2022.06).","True"
"macrophage","2017-04-21","","####UFAQ [Michael Boggs]
If the first subroutine on Macrophage resolves and the trace is successful, but there are no virus counters hosted on cards and no cards that will be trashed from the purge effect, does the Corp still lose 2<span class=""icon icon-credit""></span> from [Fester](/en/card/06075)?","Yes. Subroutines that are not broken must resolve, even if they will not have any direct effect on the game state.","False"
"magnet","2022-04-24","","If a [Parasite](https://netrunnerdb.com/en/card/01012) with 3 hosted virus counters is moved to a [Magnet](https://netrunnerdb.com/en/card/31044) when it is rezzed, is [Magnet](https://netrunnerdb.com/en/card/31044) trashed?","No, the static ability on [Magnet](https://netrunnerdb.com/en/card/31044) is already active before the conditional ability on [Parasite](https://netrunnerdb.com/en/card/01012) can meet its trigger condition.","False"
"magnet","2022-04-24","","Can the Runner host a Caïssa program on a [Magnet](https://netrunnerdb.com/en/card/31044) that is already hosting another Caïssa program?","No. Subtypes are not abilities and are not lost because of [Magnet](https://netrunnerdb.com/en/card/31044). All the Caïssa programs require themselves to move to ice not already hosting Caïssa, so the Runner cannot move them to [Magnet](https://netrunnerdb.com/en/card/31044) if one is already hosted.","False"
"makler","2020-03-20","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
Does the Runner still gain credits from Makler if another card (like Datasucker) is used during the encounter where all subroutines are broken by Makler?","Yes. All that matters for Makler's trigger condition is that all subroutines were broken using only Makler and no other cards.

What happens if the encountered ice gains additional subroutines after the Runner uses Makler to break all of the other subroutines?","False"
"malapert_data_vault","2021-10-11","","What does it mean to “score an agenda from this server”?","This ability meets its trigger condition when the Corp scores an agenda that was in or in the root of the same server as [Malapert Data Vault](/en/card/30066).","True"
"malia_z0l0k4","2018-04-06","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 22](http://ancur.wikia.com/wiki/The_Devil_and_the_Dragon_UFAQ) [Michael Boggs]
What happens if Malia is derezzed and then rezzed again?","Once Malia is derezzed, its ability is no longer active. When it is rezzed again, only the resource chosen for the most recent trigger is blank.

If the Corp chooses a resource for Malia that is hosting cards or tokens, what happens to the hosted objects?","False"
"mammon","2017-05-02","","####UFAQ [Michael Boggs]
If the Runner uses [Dr. Lovegood](/en/card/09042) to blank the text of Mammon for the remainder of the turn, does Mammon still lose all of its power counters?","No. When the Runner’s turn begins, they can trigger Mammon’s ability first to put power counters on it, then trigger Dr. Lovegood’s ability to blank Mammon’s text box. It is still the Runner’s turn when “turn ends” abilities meet their trigger condition, so Mammon’s text box will still be blank, and the ability that removes the counters won’t meet its trigger condition.","False"
"mandatory_seed_replacement","2017-07-21","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
When the Corp scores Mandatory Seed Replacement, can they change the number of ice protecting  a server or create new servers with the available ice?","No. The same amount of ice must be protecting each server after the rearrangement as before, and thus no new servers can be created through the rearrangement.","False"
"mandatory_upgrades","2017-04-09","If Mandatory Upgrades is forfeited, the Corp loses the additional
click immediately. The Corp cannot choose to spend the additional
click before the forfeit, except as part of his last action (at which
point it has already been spent, and there is nothing left for the Corp
to lose). Each player spends clicks from a pool of available clicks,
and does not spend each click individually. [Official FAQ]","","","False"
"manegarm_skunkworks","2021-10-10","","When is the Corp’s last chance to rez [Manegarm Skunkworks](/en/card/30042) for its ability to apply to a run?","The Runner has an opportunity to jack out after passing the last piece of ice protecting the server. The “last chance” you are looking for is the paid ability window just after this (step 4e).","True"
"manegarm_skunkworks","2021-10-10","","What happens if the Runner uses [Omar Keung](/en/card/11043)’s ability to run R&D with [Manegarm Skunkworks](/en/card/30042) rezzed?","[Manegarm Skunkworks](/en/card/30042) will not affect this run unless it is rezzed in the root of Archives. [Omar Keung](/en/card/11043)’s ability moves the attacked server just before step 5a, which is after the step that can meet [Manegarm Skunkworks](/en/card/30042)’s trigger condition, step 4g.","True"
"manta_grid","2017-04-18","","####UFAQ [Michael Boggs]
If the Runner would gain enough credits to have more than 6<span class=""icon icon-credit""></span> when the run ends (e.g. through a run initiated by [Dirty Laundry](/en/card/03052) or [High-Stakes Job](/en/card/10004)), does Manta Grid still trigger?","The credit amount requirement for Manta Grid’s ability is a part of the trigger condition, so the number of credits the Runner has when the run ends is the amount that is checked. Any changes in credit amount due to other triggered abilities will not stop Manta Grid from triggering.

If the Runner trashes Manta Grid after the run in which it triggers (e.g. with [Political Operative](/en/card/10043) or on another run), does the Corp still get an additional click on their next turn?","False"
"marathon","2018-03-02","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 21](http://ancur.wikia.com/wiki/Council_of_the_Crest_UFAQ) [Michael Boggs]
If the run initiated with Marathon is unsuccessful, is the Runner still prohibited from running that server again?","Yes. The restriction on running the server again is independent of the ""if successful"" ability.

If the Runner is redirected to a different remote server during a Marathon run, do they still gain <span class=""icon icon-click""></span> and add Marathon to their grip if the run is successful against the new server? Which server are they prohibited from running again during that turn?","False"
"marilyn_campaign","2022-04-24","","If [Marilyn Campaign](https://netrunnerdb.com/en/card/31042) is installed but unrezzed, can the Corp still shuffle it into R&D when it is trashed?","No. The interrupt ability on [Marilyn Campaign](https://netrunnerdb.com/en/card/31042) is not active while the source card is unrezzed.","False"
"mark_yale","2017-04-09","If the Corp spends an agenda counter for Mark Yale’s paid ability, they also gain 1<span class=""icon icon-credit""></span> from his conditional ability. [Official FAQ]","","","False"
"mass_commercialization","2017-06-23","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
If [Tennin Institute](/en/card/05003) has placed an advancement token on a Runner card, does that increase the credits gained from Mass Commercialization?","Yes.","False"
"mass_driver","2017-06-23","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
If the Runner breaks all the subroutines on a piece of ice with Mass-Driver, can they still break the subroutines on the next piece of ice that would not normally resolve?","Yes.

If the Runner breaks all the subroutines on a piece of ice with Mass-Driver, then breaks one of the first three subroutines on the next ice encountered, does the fourth subroutine on that ice resolve or not?","False"
"masterwork_v37","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
Can the Runner use Masterwork (v37) with Az McCaffrey to install a 0 cost piece of hardware when they have no credits?","Yes. The two cost modifiers are combined into a net of 0.","False"
"masvingo","2018-05-07","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 23](http://ancur.wikia.com/wiki/Whispers_in_Nalubaale_UFAQ) [Michael Boggs]
What is the additional cost to rez Masvingo incurred by [Hernando Cortez](/en/card/11004)?","No matter how many advancement tokens are on Masvingo, Hernando Cortez does not add any additional cost to rez it. Masvingo's ability is not active until rezzed.","False"
"maui","2017-06-23","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
Does the Runner place credits on Māui when they install it if there are pieces of ice currently protecting HQ?","Yes. The value of X is already greater than 0 when Māui is installed, so credits up to that X value are immediately placed on it.

If the Corp installs another piece of ice protecting HQ during a run on HQ, does Māui gain an additional credit for use immediately?","False"
"maw","2018-02-13","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 19](http://ancur.wikia.com/wiki/Sovereign_Sight_UFAQ) [Michael Boggs]
**Updated** Does Maw trigger if the Runner uses [Salsette Slums](/en/card/10059) to remove an accessed card from the game?","Yes. The Runner accessed a card but did not steal or trash it.","False"
"maw","2018-02-13","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 13](http://ancur.wikia.com/wiki/Daedalus_Complex_UFAQ) [Michael Boggs]
If the first card the Runner accesses not in Archives that they do not steal or trash is an agenda that they host on [Film Critic](/en/card/08086), does Maw trigger?","Yes. The Runner accessed a card and did not steal or trash it. Maw's trigger condition can only ever be met after an access ends, so it isn't a condition met by entering the ""accessing a card"" timing structure. Ending the access prematurely with Film Critic won't invalidate its trigger condition.

If the Runner does not steal or trash the first card they access in HQ, and that card is then randomly selected for Maw's trigger, is the card trashed to Archives faceup or facedown?","False"
"maxwell_james","2017-05-02","","####UFAQ [Michael Boggs]
When can the Runner use the ability on Maxwell James?","Maxwell James can be used in any paid ability window during the same turn in which the Runner has made a successful run on HQ. Interpret the card as if it said ""Use this ability only if you made a successful run on HQ during this turn.""","False"
"maya","2017-05-01","","####UFAQ [Damon Stone]
Can the Runner use Maya to add an accessed card to the bottom of R&D even after trashing it or stealing it?","Yes. Maya triggers after the access has ended, so the state of the accessed card does not matter for the resolution of Maya's effect.","False"
"mayfly","2021-10-10","","Can the Runner use [Mayfly](/en/card/30032) to break more than one subroutine in a run?","Yes. Each time [Mayfly](/en/card/30032)’s interface ability resolves, it creates a delayed conditional ability that will wait until the end of the run to trash [Mayfly](/en/card/30032), but extra copies of this ability that try to resolve after [Mayfly](/en/card/30032) is already trashed will simply do nothing.","True"
"mca_austerity_policy","2017-10-17","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
Can the Corp use the second ability on MCA Austerity Policy on the same turn the third power counter is placed on it?","Yes. Only the first ability is limited to once per turn.","False"
"mca_informant","2017-04-12","","####UFAQ [Damon Stone]
How does ""After you resolve this operation, end your action phase."" on terminal operations like MCA Informant work?","Immediately after the operation resolves and is trashed from playing it, ""after you resolve this operation"" triggers meet their trigger condition. Ending the action phase then advances the game to the discard phase. This skips the paid ability window that would normally follow the end of an action, ceases the resolution of any other pending abilities or effects, and invalidates any conditional abilities. If the operation was played as part of a card ability, any remaining effects from that card ability immediately stop resolving as well.

If the Corp plays MCA Informant as the first operation for [Subcontract](/en/card/10113), what happens?","False"
"mca_informant","2023-01-09","","####UFAQ [Michael Boggs]
While MCA Informant is installed as a condition counter, can the tag be removed if the Runner has no tag tokens?","No. The Runner is considered to have an additional tag, but it cannot be manipulated by card abilities.","False"
"medium","2017-04-08","Before accessing cards from R&D at step 4.5 of a run, the Runner chooses how many cards they want to access when using Medium. [Official FAQ]","","","False"
"megaprix_qualifier","2020-04-10","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
If a copy of Megaprix Qualifier in the Runner's score area has a hosted agenda counter, is it worth an extra agenda point?","No. Megaprix Qualifier's ability is only active in the Corp's score area, so it keeps its printed agenda point value in the Runner's score area.

If the Corp scores Bifrost Array while there is a copy of Megaprix Qualifier in their score area, can they trigger Megaprix Qualifier's ability and put an agenda counter on it?","False"
"merger","2017-05-02","","####UFAQ [Damon Stone]
If both players have 6 agenda points, what happens when the Corp plays [Exchange of Information](/en/card/10092) and swaps a scored Merger with a stolen [Global Food Initiative](/en/card/09026)?","The game ends in a tie.","False"
"meridian","2022-07-08","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
If the Runner takes Meridian as a -1 point agenda, does the Corp still gain 4<span class=""icon icon-credit""></span>?","No.

If Meridian is hosting a [Sub Boost](/en/card/07025) when the Runner chooses to add Meridian to their score area, does the run still end?","True"
"meridian","2022-07-08","","####[NISEI](http://nisei.net) [NISEI Rules Team Update]
What happens if the Corp uses [Loki](/en/card/12069) to copy Meridian's subroutine?","Because of the text update to Meridian to remove the self-reference, the subroutine resolves as normal. The Runner can add Loki to their score area; if they don't the run ends and the Corp gains 4<span class=""icon icon-credit""></span>.

Updated (2022.07).","True"
"mestnichestvo","2022-10-22","","If the Runner encounters [Mestnichestvo](https://netrunnerdb.com/en/card/33053) with 1 hosted advancement counter, which is spent to make the Runner lose 3<span class=""icon icon-credit""></span>, will [Weyland Consortium: Builder of Nations](https://netrunnerdb.com/en/card/11038) trigger at the end of the encounter?","No. The ability on [Weyland Consortium: Builder of Nations](https://netrunnerdb.com/en/card/11038) triggers when an encounter with an advanced piece of ice ends. The game checks if the ice is advanced at the end of the encounter.","True"
"metamorph","2017-07-21","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
Can the Corp use Metamorph to swap a card with an installation restriction like [Bamboo Dome](/en/card/12053) (install only in the root of R&D) to a different server?","Yes. These restriction apply at the time they are installed and do not affect the card once installed.

Can the Corp use Metamorph to swap an extra **region**, asset, or agenda into a server?","False"
"mganga","2017-12-29","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
Is Mganga trashed when the Corp and the Runner spend the same number of credits or a different number of credits?","Both.","False"
"midnight_3_arcology","2022-10-22","","What does “skip your discard step this turn” mean?","You will not discard cards due to exceeding your maximum hand size this turn.","True"
"midori","2017-04-09","Midori can only be used at timing structure of a run 2. [Official FAQ]","","","False"
"midori","2017-04-09","Ice that is swapped is installed, but the install cost of the ice being
swapped does not have to be paid. [Official FAQ]","","","False"
"midori","2017-04-09","If the Runner exposes an ice with [Snitch](/en/card/02045), Midori can still swap the
ice unless the Runner jacks out with Snitch. [Official FAQ]","","","False"
"midori","2017-04-09","Midori must already be rezzed before the run in order to use her on
the first piece of ice protecting the server. [Official FAQ]","","","False"
"midori","2017-04-09","Ice installed with Midori can be rezzed with the [Amazon Industrial Zone](/en/card/02038). [Official FAQ]","","","False"
"mind_game","2017-04-18","","####UFAQ [Michael Boggs]
If there is ice protecting the server chosen for Mind Game, can the Runner jack out before encountering the outermost piece of ice on that server, or must they encounter it first?","The Runner can jack out before encountering ice on the new server, as long as they add 1 installed card to the bottom of the stack. The choice to jack out from a run is during the approach to a piece of ice, and the restriction from jacking out on a run only applies to the first piece of ice approached during a run, not the outermost ice of any server.

What happens if the subroutine on [Wormhole](/en/card/07013) resolves the one on Mind Game?","False"
"minds_eye","2022-06-21","","####[NISEI](http://nisei.net) [NISEI Rules Team Update]
Can the access from Mind's Eye be augmented with additional accesses from cards like [Akiko Nisei](/en/card/22015), [Nyashia](/en/card/21067), and [eXer](/en/card/21041)?","Yes. Mind's Eye resolves the steps of the Timing Structure of Breaching a Server (section 11.4) as if the Runner had just made a successful run on R&D, including applying effects that modify accessing cards from R&D and setting the number of cards to access. However, you cannot access upgrades installed in the root of R&D with Mind's Eye, nor can you apply effects like The Turning Wheel that depend on a run being in progress.

Updated (2022.06).","True"
